305.14136, 216.90189, 198.8694, 207.39394, 212.20309, 237.51442, 338.91513
216.85545, 162.47234, 153.49968, 153.07771, 161.59383, 175.75089, 235.36353
206.11655, 150.95657, 139.8685, 139.11726, 147.02155, 162.0433, 228.3605
199.70103, 141.83168, 129.33066, 128.31392, 141.07474, 159.42622, 219.6483
190.46179, 140.48911, 129.45293, 127.63654, 139.20726, 158.04782, 219.83598
206.91066, 151.19998, 138.82335, 138.18356, 146.03241, 161.24048, 214.87404
308.71432, 208.22125, 196.97565, 191.25368, 202.58417, 203.48239, 316.38583

